id;TA Rating;TA URL;TA Review Count;url;min_person;gps_longitude;gps_latitude;city;address;country;universe;price;rating;name;seo_title;short_desc;long_desc;seo_desc;image;rating
556131;3;https://www.tripadvisor.com/Attraction_Review-g1056025-d8543402-Reviews-Wave_Island-Monteux_Vaucluse_Provence_Alpes_Cote_d_Azur.html?m=67180;624;nostri-smartbox/soggiorni/notti-e-delizie-904.html;1;4.9662616;44.0212776;Monteux;800 allée de Beaulieu;FR;ADV;90;;Artificial wave surfing session;Surfing on artificial wave - Vaucluse - Smartbox;Artificial wave surfing session;Sportsmen and curious people will only be able to succumb to this unique opportunity to surf the world's largest artificial wave! It is in Monteux, near Carpentras, that SplashWorld Provence gives them an appointment to experience incredible extreme sliding sensations. In this magnificent Vaucluse water park, there is no need to look for the right spot, wait for the tide, the current and the perfect wave, because it is created on demand! The exclusive Da Wawe process can make a perfect and modular static wave, reaching up to 3.50 metres high. Once their suit is put on, apprentice surfers will be invited to follow the advice of their instructor, who will adapt to each level to allow everyone to evolve quickly during five 30-minute class sessions. On a flow at more or less full power, in a roaring tunnel of foam, ski lovers will be transported to destinations as exotic as Hawaii or California!;Offer the joy of surfing the world's largest artificial wave! SplashWorld Provence awaits enthusiasts for extreme sensations.;https://media.smartbox.com/pim/filters:format(webp)/1000002630016226630025.jpg;0
556133;3;https://www.tripadvisor.com/Attraction_Review-g187080-d5982339-Reviews-Thalmar-Biarritz_Basque_Country_Pyrenees_Atlantiques_Nouvelle_Aquitaine.html?m=67180;235;unsere-smartbox/kurzurlaub/3-tage-traumurlaub-910.html;2;-1.5715035;43.4677884;Biarritz;80 rue de Madrid;FR;WEL;120;7.66;15-minute hammam session, 20-minute scrub, 20-minute wrap and 10-minute treatment in Biarritz;Thalmar - Biarritz - Smartbox;15-minute hammam session, 20-minute scrub, 20-minute wrap and 10-minute treatment in Biarritz;What could be more exquisite than a divine oriental session, combining the extremely relaxing pleasure of a duo hammam session with the complete relaxation provided by a ritual of care. The Thalmar centre in Biarritz offers this and much more in its beautiful contemporary institute with a view of the Basque coast. The perfect opportunity to spend time together, centred around well-being and relaxation. In the private spa area and in the hammam, the benefits of steam detoxify the epidermis and relax the accumulated tensions. Softened, the skin will then benefit from a typically Mediterranean energetic scrub with black soap and kessa glove, which will restore youth and suppleness. The ritual then includes a rassoul wrap, a mineral clay renowned for its softening properties, prolonged by a precious moisturising care. Everything is planned to leave with baby skin and a smile on your lips!;Enjoy a divine oriental session, combining the pleasure of the hammam and a ritual of care. The Thalmar centre in Biarritz takes you to paradise!;https://media.smartbox.com/pim/filters:format(webp)/10000022657331614132581.jpg;7
556135;3;https://www.tripadvisor.com/Attraction_Review-g187080-d5982339-Reviews-Thalmar-Biarritz_Basque_Country_Pyrenees_Atlantiques_Nouvelle_Aquitaine.html?m=67180;235;nuestras-smartbox/estancias/noche-entre-burbujas-911.html;2;-1.5715035;43.4677884;Biarritz;80 rue de Madrid;FR;WEL;110;8;25-minute massage with thalasso access in Biarritz;Modeling and thalassotherapy - Biarritz - Smartbox;25-minute massage with thalasso access in Biarritz;The Basque coast is the ideal setting for a beautiful rejuvenating thalassotherapy break in the Thalmar centre. This vast contemporary building bathed in natural light has settled in Biarritz overlooking the beautiful Marbella beach and opens the doors of its paradise of relaxation to everyone. On more than 350 m2, the Archipel space deploys three successive pools of heated sea water and alternates hot tubs, sauna, underwater jets, bubble seats and hammam, to plunge the body to the source of zenitude! After an hour of duo relaxation on these different islands, both the epidermis and the mind will be ready to receive the divine caress of a calming and soothing body modelling. In a private cabin, the expert hands of an attentive beautician will loosen all the tensions felt to provide flexibility, balance and serenity. An experience of sweetness to share without moderation!;Offer two people around you a beautiful rejuvenating thalassotherapy on the Basque coast. The Thalmar centre in Biarritz is waiting for you!;https://media.smartbox.com/pim/filters:format(webp)/10000022657161246746349.jpg;5
556137;4.5;https://www.tripadvisor.com/Attraction_Review-g187153-d12698481-Reviews-Twistair-Montpellier_Herault_Occitanie.html?m=67180;46;nuestras-smartbox/estancias/desconecta-tres-dias-893.html;2;3.9183233;43.6034342;Montpellier;Pole Ludique place des grands hommes;FR;ADV;94;10;Free fall simulation for 2 in Montpellier;Free fall simulation - Montpellier - Smartbox;Free fall simulation for 2 in Montpellier;Lovers of thrilling activities are invited to a unique and breathtaking adventure at Twist'Air, at the Odysseum shopping centre in Montpellier. There awaits them an incredible discovery of the joys of free fall in a simulator to live as a duo, thanks to the good advice of experienced parachuting professionals. Eager to share their knowledge, they will be happy to describe to visitors how wind tunnels produce a wind similar to that of moving a chute for 4,000 metres. An experience of almost absolute realism awaits the most intrepid of the curious in this glass tube with a 360-degree view of the surroundings. Adrenaline rush assured while winds blowing at more than 250 km/h propelled by 1,000-horsepower engines will literally make them take off. New sensations will follow as the soil always goes a little further away. The opportunity to take the plunge, without any risk!;Give your loved ones a unique and breathtaking experience at Twist'Air in Montpellier: a free fall simulator session!;https://media.smartbox.com/pim/filters:format(webp)/10000022220451772314712.jpg;2
556627;5;https://www.tripadvisor.com/Attraction_Review-g562728-d10325169-Reviews-Mobilboard_Saint_Omer-Saint_Omer_Pas_de_Calais_Hauts_de_France.html?m=67180;35;nos-smartbox/sejour/voyage-romantique-en-aquitaine-1275.html;2;2.2523596;50.7482634;Saint-Omer;7 ter place Victor Hugo;FR;MTT;35;9.34;Gyropod walk, for 2, in Saint-Omer;Gyropode - Saint-Omer - Smartbox;Gyropod walk, for 2, in Saint-Omer;In Pas-de-Calais, Mobilboard Saint-Omer has created an original offer: a one-hour gyropod ride for two people. This trendy and urban tourist experience will begin with a presentation of this new kind of vehicle, orchestrated by an escort eager to share his technical knowledge and passion for the region. On the seaside, in a park, on the forecourt of the cathedral, or on the ruins of Saint-Bartin, history lovers will then discover the emblematic places of this warm city. A stone's throw from the audomarois marsh, authentic and preserved, this city with yellow brick and stone facades, which perfectly attract daylight, will delight local residents as well as visitors passing through. In the company of their guide, these one-day explorers will only be able to enjoy this outdoor, fun and unusual outing, which will surprise many!;Give your loved ones a surprising gift: a gyropod ride for two people. A tourist and fun experience to live outdoors!;https://media.smartbox.com/pim/filters:format(webp)/1000002630384466224316.jpg;3
556886;5;https://www.tripadvisor.com/Attraction_Review-g187253-d3850473-Reviews-Fada_Bike-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html?m=67180;885;nos-smartbox/bien-etre/bien-etre-en-duo-en-provence-1141.html;2;5.3648205;43.2870362;Marseille;91 rue d'Endoume;FR;MTT;106;;Duo ride on an electric bike in the Calanques;Electric bike - Marseille - Smartbox;;"Enjoy a bike ride, through roads chosen for the beauty of their landscapes? Here is an exceptional offer that will satisfy two lovers of outdoor life: an electric bike ride ""Marseille aux Calanques"", in the company of the E-Bike Tours Marseille team! From the Phocaean city, this walk is punctuated by unmissable stops to contemplate extraordinary points of view. In order not to take a risk and pedal in peace, these one-day explorers will take unfrequented routes. Once arrived in the heart of the Calanques National Park, a sumptuous setting bathed in sun and accompanied by the song of the cicadas will be offered to visitors. Further on, small wild coves with turquoise waters will enchant nature lovers eager for unusual discoveries. Visit, relaxation and security are the key words of this trip!";Would enjoying a bike ride please your friends? Give them an exceptional gift: an electric bike ride from Marseille to the Calanques.;https://media.smartbox.com/pim/filters:format(webp)/10000026303751300512295.jpg;0
557732;4.5;https://www.tripadvisor.com/Attraction_Review-g187147-d7396335-Reviews-Theatre_le_Funambule-Paris_Ile_de_France.html?m=67180;24;nos-smartbox/multi-themes/petits-plaisirs-pour-lui-883.html;4;2.3403099;48.890761;Paris;53 rue des Saules;FR;ADV;75;;4 entries at the Théâtre Le Funambule in Paris;Théâtre Le Funambule - Paris - Smartbox;4 entries at the Théâtre Le Funambule in Paris;Notice to lovers of live entertainment of all kinds tempted by an entry to the Theatre Le Funambule in Paris! Created more than 20 years ago, this establishment is an integral part of the cultural fabric of this exciting capital. Its eclectic programming gives pride of place to contemporary plays, but also to atypical visions and new talents. The watchword here is simple: perpetuate the distinct artistic line of this bohemian neighbourhood of the city. Installed in comfortable seats, spectators will be carried away by the representation and acting of the actors. Drama or comedy, what a pleasure to live unique moments between tears and laughter in front of original plays, modern tales or satires filled with deep observations on the meaning of life. The sets, the subdued atmosphere and the proximity to the actors will offer wonderful moments of entertainment, to live with friends or family.;Delight 4 drama lovers with an entrance to the Théâtre Le Funambule in Paris. An entertaining moment that will please everyone!;https://media.smartbox.com/pim/filters:format(webp)/10000026299521051839855.jpg;0
558029;5;https://www.tripadvisor.com/Attraction_Review-g1227596-d7274320-Reviews-EasyPilot_Aviation-Marck_Pas_de_Calais_Hauts_de_France.html?m=67180;35;nos-smartbox/sejour/voyage-romantique-en-normandie-1213.html;1;1.9553277;50.9580797;Marck;Aéroport de Calais-Dunkerque Avenue Henri Sainsard;FR;ADV;49.5;;Overflight of the Opal Coast;Baptism by plane - Pas-de-Calais - Smartbox;Overflight of the Opal Coast;Aviation enthusiasts from all walks of life cannot miss this unique opportunity to embark for a 20-minute flight baptism, to live on the coast of the Opal Coast. Located in the municipality of Marck, in the Hauts-de-France, the Easypilot Aircraft Flight School proposes to provide thrill seekers with exceptional moments on board one of its aircraft. His team of professionals eager to share their knowledge and passion will accompany visitors throughout this adventure that will begin with a briefing. They will then enter the cockpit where they will be introduced to the operation of the aircraft. This will be followed by the flight itself, an incredible discovery of the wild landscapes of northern France. Twenty wonderful minutes of flying over the coast during which Pas-de-Calais will reveal its most beautiful attire. A truly original experience, rich in emotions and that will leave unmissable memories!;Do not miss the opportunity to fill an aviation enthusiast during a 20-minute air baptism. A wonderful discovery of the Opal Coast!;https://media.smartbox.com/pim/filters:format(webp)/10000026303541216558917.jpg;0
558134;4.5;https://www.tripadvisor.com/Attraction_Review-g187153-d12698481-Reviews-Twistair-Montpellier_Herault_Occitanie.html?m=67180;46;nuestras-smartbox/gastronomia/cena-chic-819.html;4;3.9183233;43.6034342;Montpellier;Pole Ludique place des grands hommes;FR;ADV;139;10;Free fall baptism in a wind tunnel for 4 in Montpellier;Free fall in the wind tunnel - Montpellier - Hérault - Smartbox;Free fall baptism in a wind tunnel for 4 in Montpellier;In Montpellier, Twist'Air and its remarkable baptism of free fall in the wind tunnel offers the opportunity to live a breathtaking experience to say the least! This centre allows four lucky people to discover this unique simulator in Europe and make the big leap, supervised by a team of professional paratroopers. Once the suit and helmet are put on, thrill seekers will be ready to fly away, guided by an instructor to find the best position in the air. This concept perfectly recreates the impression of falling for a most sensational moment, in complete safety. Perfect for the first dive or for practitioners who want to perform different aerial figures, this simulator has an adjustable power for an entertaining activity adapted to everyone. An unforgettable moment suspended in this tube of air, with 360-degree vision and facing a breath of up to 250 km/h!;Give your loved ones a unique experience thanks to Twist'Air and its free fall baptism in a wind tunnel in Montpellier. An unforgettable, safe jump!;https://media.smartbox.com/pim/filters:format(webp)/10000022222051526436762.jpg;1
558323;5;https://www.tripadvisor.com/Attraction_Review-g651738-d11865355-Reviews-RS_Simulation_Caen-Mondeville_Calvados_Basse_Normandie_Normandy.html?m=67180;18;nuestras-smartbox/estancias/de-viaje-por-castilla-y-leon-1156.html;1;-0.3050696;49.1606953;Mondeville;10 rue Henry Spriet;FR;ADV;23;;30 min F1 simulator session near Caen;30 min F1 simulator session - Mondeville - Smartbox;30 min F1 simulator session near Caen;A unique organisation in Normandy located just a few minutes from Caen, Racing Simulation allows you to safely slip into the shoes of an F1 driver. It offers thrill seekers the opportunity to experience an exceptional half-hour simulator session. Comfortably installed in the centre of a giant screen enveloping at 180 degrees, apprentice champions benefit from D-BOX motion technology, which gives the simulation experience greater realism and increased responsiveness. It is in this 1/1 scale cockpit that this extraordinary adventure will take place. Firmly harnessed in their seats, speed enthusiasts will make their tires scream and burn the asphalt in a succession of frenzied braking and accelerations. No risk of going too fast or too far, the comfort of virtual reality allows all the excesses that souls dream of in search of new emotions!;Enjoy a 30-minute driving session on an F1 simulator near Caen. To experience the thrills of circuit racing!;https://media.smartbox.com/pim/filters:format(webp)/100000223708566765571.jpg;0
590477;4;https://www.tripadvisor.com/Attraction_Review-g196568-d8140147-Reviews-Golf_de_Gonesse-Gonesse_Val_d_Oise_Ile_de_France.html?m=67180;15;nos-smartbox/multi-themes/destination-aquitaine-1231.html;1;2.4338508;48.9913619;Gonesse;5 avenue Pierre Salvi;FR;ADV;49;;Golf day in the Val d'Oise;Golf - Val d'Oise - Smartbox;;In the Val d'Oise, Golf de Gonesse invites golf lovers to an exceptional day including 30 minutes of individual lessons and access to the 18-hole Green Fee. A unique session that will suit both experienced golfers wishing to improve their technique and skill, as well as beginners eager to acquire the basic methods specific to this discipline. Throughout this course set up in a splendid setting of several hectares, green enthusiasts will have the opportunity to progress in mastery and skill thanks to the wise advice of their one-day coach. Between bodies of water, bunkers and wide fairways, they will not miss opportunities to develop and practice their swing during this visit to the top of its art. An activity that, once completed, will certainly encourage enthusiasts to continue their progress during future training sessions!;Disfruta de un golfista invitándolo a practicar en un green en Île-de-France. ¡Una sesión ocupada entre cursos y cursos de 18 hoyos!;https://media.smartbox.com/pim/filters:format(webp)/1000002630396906918349.jpg;0
598688;4.5;https://www.tripadvisor.com/Restaurant_Review-g187093-d2293023-Reviews-Maison_Decoret-Vichy_Allier_Auvergne_Rhone_Alpes.html?m=67180;782;nos-smartbox/sejour/nuit-de-charme-1575.html;2;3.4189968;46.1245627;Vichy;15 rue du Parc;FR;GAS;300;8.12;Star dinner at the MICHELIN Guide 2022 at Maison Decoret in Vichy;Maison Decoret - Auvergne - Smartbox;Star dinner at the MICHELIN Guide 2022 at Maison Decoret in Vichy;What could be more exceptional than an incredible culinary refinement experience for two gourmets? The appointment is made in the Allier, in Vichy, at the Maison Decoret, starred in the MICHELIN Guide 2022. It is in front of the lush setting of the Parc des Sources that the Chalet Napoléon III of the Decoret couple receives its guests for an exceptional dinner, while contemplating the seven-course parade. Installed with a glass of champagne in the beautiful glass roof with a green roof, guests appreciate this bright and open space that comes alive like a ballet to serve them, invite them to visit the secrets of the kitchens and to appreciate the wonders of a country of character and contrasts. Chef Jacques Decoret pays tribute to his terroir in delicate compositions: it is the whole soul of Auvergne that exhales from its Bourbonnais leg of lamb, its Vichy yoghurt mousse, its two-cooked pigeon or its mountain blueberries.;Treat two gourmets to the whole soul of Auvergne at the Michelin-starred restaurant at the Michelin Guide 2022 Maison Decoret, during a prestigious dinner with champagne!;https://media.smartbox.com/pim/filters:format(webp)/10000022482271983985768.jpg;9
598688;4.5;https://www.tripadvisor.com/Restaurant_Review-g187093-d2293023-Reviews-Maison_Decoret-Vichy_Allier_Auvergne_Rhone_Alpes.html?m=67180;782;unsere-smartbox/kurzurlaub/charmante-unterkunfte-1575.html;2;3.4189968;46.1245627;Vichy;15 rue du Parc;FR;GAS;300;8.12;Star dinner at the MICHELIN Guide 2022 at Maison Decoret in Vichy;Maison Decoret - Auvergne - Smartbox;Star dinner at the MICHELIN Guide 2022 at Maison Decoret in Vichy;What could be more exceptional than an incredible culinary refinement experience for two gourmets? The appointment is made in the Allier, in Vichy, at the Maison Decoret, starred in the MICHELIN Guide 2022. It is in front of the lush setting of the Parc des Sources that the Chalet Napoléon III of the Decoret couple receives its guests for an exceptional dinner, while contemplating the seven-course parade. Installed with a glass of champagne in the beautiful glass roof with a green roof, guests appreciate this bright and open space that comes alive like a ballet to serve them, invite them to visit the secrets of the kitchens and to appreciate the wonders of a country of character and contrasts. Chef Jacques Decoret pays tribute to his terroir in delicate compositions: it is the whole soul of Auvergne that exhales from its Bourbonnais leg of lamb, its Vichy yoghurt mousse, its two-cooked pigeon or its mountain blueberries.;Treat two gourmets to the whole soul of Auvergne at the Michelin-starred restaurant at the Michelin Guide 2022 Maison Decoret, during a prestigious dinner with champagne!;https://media.smartbox.com/pim/filters:format(webp)/10000022482271983985768.jpg;9
598688;4.5;https://www.tripadvisor.com/Restaurant_Review-g187093-d2293023-Reviews-Maison_Decoret-Vichy_Allier_Auvergne_Rhone_Alpes.html?m=67180;782;nostri-smartbox/soggiorni/notte-di-charme-1575.html;2;3.4189968;46.1245627;Vichy;15 rue du Parc;FR;GAS;300;8.12;Star dinner at the MICHELIN Guide 2022 at Maison Decoret in Vichy;Maison Decoret - Auvergne - Smartbox;Star dinner at the MICHELIN Guide 2022 at Maison Decoret in Vichy;What could be more exceptional than an incredible culinary refinement experience for two gourmets? The appointment is made in the Allier, in Vichy, at the Maison Decoret, starred in the MICHELIN Guide 2022. It is in front of the lush setting of the Parc des Sources that the Chalet Napoléon III of the Decoret couple receives its guests for an exceptional dinner, while contemplating the seven-course parade. Installed with a glass of champagne in the beautiful glass roof with a green roof, guests appreciate this bright and open space that comes alive like a ballet to serve them, invite them to visit the secrets of the kitchens and to appreciate the wonders of a country of character and contrasts. Chef Jacques Decoret pays tribute to his terroir in delicate compositions: it is the whole soul of Auvergne that exhales from its Bourbonnais leg of lamb, its Vichy yoghurt mousse, its two-cooked pigeon or its mountain blueberries.;Treat two gourmets to the whole soul of Auvergne at the Michelin-starred restaurant at the Michelin Guide 2022 Maison Decoret, during a prestigious dinner with champagne!;https://media.smartbox.com/pim/filters:format(webp)/10000022482271983985768.jpg;9
598694;4.5;https://www.tripadvisor.com/Attraction_Review-g1929878-d6977950-Reviews-Le_P_tit_Gris_des_Moulins-Fermanville_Manche_Basse_Normandie_Normandy.html?m=67180;51;nuestras-cajas/planes-gourmet/saborea-el-mundo-1290.html;2;-1.43469;49.6873808;Fermanville;19 chemin des Arguillères;FR;STA;240;9;3-day stay in a boat stranded in the Cotentin;3-day stay in a stranded boat - Fermanville - Smartbox;3-day stay in a boat stranded in the Cotentin;Magnificent landscapes and disconnection will be on the program of this atypical stay on the tip of Cotentin! A stone's throw from the seafront, Le P'tit Gris des Moulins is an original farm. Here, snails are raised, small grey and big grey. The life of this funny four-horned animal is to be discovered during an educational circuit of 1h30. The change of scenery does not stop there because then, it is a wooden boat stranded in the middle of nature that will be the accommodation of choice for this two-night getaway for 2 people. Guests will be able to play captains according to the winds of the Cotentin in this unusual and charming habitat that despite its shiplike appearance is well anchored in the ground. Adjoining the boat, a pretty beach cabin will serve as a kitchen, with everything you need to concoct good food. Head to Fermanville for an unforgettable stopover under the sign of terroir and nature!;In the Cotentin, invite your loved ones to an atypical stay on a stranded boat. At P'tit Gris des Moulins, you can even discover a snail farm!;https://media.smartbox.com/pim/filters:format(webp)/100000235099497728078.jpg;2
